	urls
3238	https://www.cars-data.com/en/honda-accord-1993/862
3239	https://www.cars-data.com/en/hyundai-lantra-1993/1014
3240	https://www.cars-data.com/en/hyundai-sonata-1993/1038
3241	https://www.cars-data.com/en/jeep-grand-cherokee-1993/1097
3242	https://www.cars-data.com/en/kia-sephia-1993/1155
3243	https://www.cars-data.com/en/lancia-delta-1993/1203
3244	https://www.cars-data.com/en/lancia-thema-station-wagon-1993/1226
3245	https://www.cars-data.com/en/lancia-ypsilon-1993/1230
3246	https://www.cars-data.com/en/lexus-gs-1993/1275
3247	https://www.cars-data.com/en/lincoln-mark-viii-1993/3078
3248	https://www.cars-data.com/en/mazda-xedos-9-1993/3458
3249	https://www.cars-data.com/en/mercedes-benz-c-class-1993/1465
3250	https://www.cars-data.com/en/mercedes-benz-e-class-1993/1499
3251	https://www.cars-data.com/en/mercedes-benz-e-class-cabriolet-1993/1513
3252	https://www.cars-data.com/en/mercedes-benz-e-class-combi-1993/1505
3253	https://www.cars-data.com/en/mercedes-benz-e-class-coupe-1993/1511
3254	https://www.cars-data.com/en/mercedes-benz-g-class-cabriolet-1993/1517
3255	https://www.cars-data.com/en/mercedes-benz-g-class-stationwagon-kort-1993/1522
3256	https://www.cars-data.com/en/mercedes-benz-g-class-stationwagon-lang-1993/1527
3257	https://www.cars-data.com/en/mercedes-benz-s-class-1993/1541
3258	https://www.cars-data.com/en/mercedes-benz-s-class-coupe-1993/1549
3259	https://www.cars-data.com/en/mercedes-benz-sl-1993/1553
3260	https://www.cars-data.com/en/mercury-villager-1993/3093
3261	https://www.cars-data.com/en/mitsubishi-galant-1993/1625
3262	https://www.cars-data.com/en/mitsubishi-galant-1993/1629
3263	https://www.cars-data.com/en/mitsubishi-lancer-1993/1637
3264	https://www.cars-data.com/en/mitsubishi-sigma-station-wagon-1993/3915
3265	https://www.cars-data.com/en/nissan-sunny-1993/1788
3266	https://www.cars-data.com/en/nissan-sunny-1993/1791
3267	https://www.cars-data.com/en/nissan-sunny-1993/1796
3268	https://www.cars-data.com/en/nissan-sunny-wagon-1993/1801
3269	https://www.cars-data.com/en/nissan-terrano-ii-1993/3943
3270	https://www.cars-data.com/en/nissan-terrano-ii-1993/3946
3271	https://www.cars-data.com/en/opel-astra-cabrio-1993/1846
3272	https://www.cars-data.com/en/opel-corsa-1993/1857
3273	https://www.cars-data.com/en/opel-corsa-1993/1866
3274	https://www.cars-data.com/en/opel-frontera-sport-1993/1876
3275	https://www.cars-data.com/en/peugeot-106-1993/1953
3276	https://www.cars-data.com/en/peugeot-306-1993/1989
3277	https://www.cars-data.com/en/porsche-911-coupe-1993/2062
3278	https://www.cars-data.com/en/renault-nevada-1993/2210
3279	https://www.cars-data.com/en/renault-twingo-1993/2227
3280	https://www.cars-data.com/en/rover-200-serie-coupe-1993/2251
3281	https://www.cars-data.com/en/rover-600-serie-1993/2265
3282	https://www.cars-data.com/en/rover-800-serie-coupe-1993/2274
3283	https://www.cars-data.com/en/saab-900-1993/2307
3284	https://www.cars-data.com/en/seat-ibiza-1993/2344
3285	https://www.cars-data.com/en/seat-ibiza-1993/2352
3286	https://www.cars-data.com/en/subaru-e-wagon-1993/3659
3287	https://www.cars-data.com/en/subaru-impreza-1993/2440
3288	https://www.cars-data.com/en/subaru-impreza-plus-1993/2446
3289	https://www.cars-data.com/en/toyota-carina-e-stationwagon-1993/2631
3290	https://www.cars-data.com/en/toyota-supra-1993/4082
3291	https://www.cars-data.com/en/volkswagen-golf-cabriolet-1993/2804
3292	https://www.cars-data.com/en/volkswagen-golf-variant-1993/2796
3293	https://www.cars-data.com/en/volkswagen-passat-1993/2833
3294	https://www.cars-data.com/en/volkswagen-passat-variant-1993/2844
3295	https://www.cars-data.com/en/volvo-440-1993/2906
3296	https://www.cars-data.com/en/volvo-460-1993/2909
3297	https://www.cars-data.com/en/volvo-850-estate-1993/2923
3298	https://www.cars-data.com/en/alfa-romeo-155-1992/15
3299	https://www.cars-data.com/en/audi-80-avant-1992/90
3300	https://www.cars-data.com/en/bmw-3-serie-coupe-1992/261
3301	https://www.cars-data.com/en/bmw-5-serie-touring-1992/281
3302	https://www.cars-data.com/en/chrysler-daytona-1992/3576
3303	https://www.cars-data.com/en/citroen-xm-break-1992/492
3304	https://www.cars-data.com/en/citroen-zx-1992/506
3305	https://www.cars-data.com/en/daihatsu-charade-1992/559
3306	https://www.cars-data.com/en/ferrari-512-tr-1992/3589
3307	https://www.cars-data.com/en/fiat-cinquecento-1992/634
3308	https://www.cars-data.com/en/ford-escort-1992/712
3309	https://www.cars-data.com/en/ford-escort-1992/717
3310	https://www.cars-data.com/en/ford-escort-clipper-1992/723
3311	https://www.cars-data.com/en/ford-orion-1992/813
3312	https://www.cars-data.com/en/ford-scorpio-1992/821
3313	https://www.cars-data.com/en/ford-scorpio-1992/823
3314	https://www.cars-data.com/en/ford-scorpio-wagon-1992/828
3315	https://www.cars-data.com/en/honda-crx-1992/921
3316	https://www.cars-data.com/en/honda-prelude-1992/950
3317	https://www.cars-data.com/en/hyundai-scoupe-1992/1036
3318	https://www.cars-data.com/en/lada-samara-diva-1992/1184
3319	https://www.cars-data.com/en/lancia-thema-1992/1222
3320	https://www.cars-data.com/en/mazda-626-wagon-1992/1405
3321	https://www.cars-data.com/en/mazda-rx-7-1992/1436
3322	https://www.cars-data.com/en/mazda-xedos-6-1992/1441
3323	https://www.cars-data.com/en/mercedes-benz-200-serie-cabrio-1992/1453
3324	https://www.cars-data.com/en/mercury-sable-1992/3089
3325	https://www.cars-data.com/en/mercury-sable-stationwagon-1992/3090
3326	https://www.cars-data.com/en/mitsubishi-3000-gt-1992/3627
3327	https://www.cars-data.com/en/mitsubishi-colt-1992/1610
3328	https://www.cars-data.com/en/mitsubishi-eclipse-1992/1622
3329	https://www.cars-data.com/en/mitsubishi-lancer-wagon-1992/1648
3330	https://www.cars-data.com/en/nissan-micra-1992/1722
3331	https://www.cars-data.com/en/nissan-micra-1992/1731
3332	https://www.cars-data.com/en/nissan-serena-1992/1784
3333	https://www.cars-data.com/en/nissan-serena-1992/1785
3334	https://www.cars-data.com/en/opel-astra-1992/1832
3335	https://www.cars-data.com/en/opel-frontera-wagon-1992/1879
3336	https://www.cars-data.com/en/opel-monterey-ltd-1992/3959
3337	https://www.cars-data.com/en/opel-monterey-rs-1992/3958
3338	https://www.cars-data.com/en/opel-vectra-1992/1929
3339	https://www.cars-data.com/en/opel-vectra-1992/1935
3340	https://www.cars-data.com/en/peugeot-405-1992/2023
3341	https://www.cars-data.com/en/peugeot-405-break-1992/2025
3342	https://www.cars-data.com/en/renault-19-1992/2093
3343	https://www.cars-data.com/en/renault-19-1992/2096
3344	https://www.cars-data.com/en/renault-19-1992/2098
3345	https://www.cars-data.com/en/renault-19-cabriolet-1992/2101
3346	https://www.cars-data.com/en/renault-safrane-1992/2211
3347	https://www.cars-data.com/en/rover-200-serie-cabriolet-1992/2252
3348	https://www.cars-data.com/en/rover-800-serie-1992/2271
3349	https://www.cars-data.com/en/rover-800-serie-1992/2273
3350	https://www.cars-data.com/en/subaru-svx-1992/2485
3351	https://www.cars-data.com/en/subaru-vivio-1992/2489
3352	https://www.cars-data.com/en/subaru-vivio-1992/2490
3353	https://www.cars-data.com/en/suzuki-swift-cabrio-1992/2564
3354	https://www.cars-data.com/en/toyota-camry-customwagon-1992/2614
3355	https://www.cars-data.com/en/toyota-carina-e-1992/2617
3356	https://www.cars-data.com/en/toyota-carina-e-1992/2625
3357	https://www.cars-data.com/en/toyota-corolla-1992/2676
3358	https://www.cars-data.com/en/toyota-corolla-1992/2651
3359	https://www.cars-data.com/en/toyota-corolla-1992/2658
3360	https://www.cars-data.com/en/toyota-corolla-liftback-1992/2666
3361	https://www.cars-data.com/en/toyota-corolla-stationwagon-1992/2688
3362	https://www.cars-data.com/en/volkswagen-golf-1992/2792
3363	https://www.cars-data.com/en/volkswagen-vento-1992/2894
3364	https://www.cars-data.com/en/volvo-850-1992/2921
3365	https://www.cars-data.com/en/alfa-romeo-33-sportwagon-1991/37
3366	https://www.cars-data.com/en/aston-martin-volante-1991/3703
3367	https://www.cars-data.com/en/audi-100-1991/78
3368	https://www.cars-data.com/en/audi-100-avant-1991/81
3369	https://www.cars-data.com/en/audi-80-1991/89
3370	https://www.cars-data.com/en/audi-cabriolet-1991/206
3371	https://www.cars-data.com/en/bmw-3-serie-1991/248
3372	https://www.cars-data.com/en/buick-park-avenue-1991/3036
3373	https://www.cars-data.com/en/chevrolet-caprice-1991/3575
3374	https://www.cars-data.com/en/chrysler-grand-voyager-1991/404
3375	https://www.cars-data.com/en/chrysler-voyager-1991/406
3376	https://www.cars-data.com/en/citroen-ax-1991/415
3377	https://www.cars-data.com/en/citroen-ax-1991/417
3378	https://www.cars-data.com/en/citroen-zx-1991/509
3379	https://www.cars-data.com/en/daihatsu-feroza-1991/579
3380	https://www.cars-data.com/en/fiat-croma-1991/637
3381	https://www.cars-data.com/en/fiat-tempra-1991/690
3382	https://www.cars-data.com/en/fiat-tempra-s-w-1991/692
3383	https://www.cars-data.com/en/ford-escort-clipper-1991/722
3384	https://www.cars-data.com/en/honda-accord-aerodeck-1991/870
3385	https://www.cars-data.com/en/honda-civic-1991/883
3386	https://www.cars-data.com/en/honda-civic-1991/898
3387	https://www.cars-data.com/en/honda-legend-1991/936
3388	https://www.cars-data.com/en/honda-legend-coupe-1991/941
3389	https://www.cars-data.com/en/honda-nsx-1991/944
3390	https://www.cars-data.com/en/hyundai-lantra-1991/1013
3391	https://www.cars-data.com/en/jeep-wrangler-1991/1105
3392	https://www.cars-data.com/en/jeep-wrangler-1991/1109
3393	https://www.cars-data.com/en/lancia-thema-pininfarina-1991/1225
3394	https://www.cars-data.com/en/land-rover-defender-110-1991/1241
3395	https://www.cars-data.com/en/mazda-121-1991/1318
3396	https://www.cars-data.com/en/mazda-323-1991/1340
3397	https://www.cars-data.com/en/mazda-323-1991/1363
3398	https://www.cars-data.com/en/mazda-323-f-1991/1352
3399	https://www.cars-data.com/en/mazda-626-1991/1392
3400	https://www.cars-data.com/en/mazda-626-1991/1400
3401	https://www.cars-data.com/en/mazda-mx-3-1991/1422
3402	https://www.cars-data.com/en/mazda-mx-6-1991/1431
3403	https://www.cars-data.com/en/mercedes-benz-s-class-1991/1542
3404	https://www.cars-data.com/en/mercury-grand-marquis-1991/3087
3405	https://www.cars-data.com/en/mitsubishi-pajero-1991/1655
3406	https://www.cars-data.com/en/mitsubishi-pajero-long-body-1991/1665
3407	https://www.cars-data.com/en/mitsubishi-sigma-1991/3914
3408	https://www.cars-data.com/en/mitsubishi-space-runner-1991/1672
3409	https://www.cars-data.com/en/mitsubishi-space-wagon-1991/1679
3410	https://www.cars-data.com/en/nissan-100-nx-1991/1687
3411	https://www.cars-data.com/en/nissan-sunny-1991/1795
3412	https://www.cars-data.com/en/nissan-sunny-1991/1787
3413	https://www.cars-data.com/en/nissan-sunny-1991/1790
3414	https://www.cars-data.com/en/nissan-sunny-wagon-1991/1800
3415	https://www.cars-data.com/en/opel-astra-1991/1819
3416	https://www.cars-data.com/en/opel-astra-1991/1825
3417	https://www.cars-data.com/en/opel-astra-stationwagon-1991/1838
3418	https://www.cars-data.com/en/peugeot-106-1991/1951
3419	https://www.cars-data.com/en/porsche-968-cabriolet-1991/3364
3420	https://www.cars-data.com/en/porsche-968-coupe-1991/3363
3421	https://www.cars-data.com/en/renault-alpine-a610-1991/3993
3422	https://www.cars-data.com/en/renault-espace-1991/2135
3423	https://www.cars-data.com/en/rover-200-serie-1991/2246
3424	https://www.cars-data.com/en/rover-400-serie-1991/2259
3425	https://www.cars-data.com/en/rover-estate-1991/4012
3426	https://www.cars-data.com/en/rover-mini-1991/2275
3427	https://www.cars-data.com/en/saab-9000-cs-1991/2314
3428	https://www.cars-data.com/en/seat-ibiza-1991/2342
3429	https://www.cars-data.com/en/seat-ibiza-1991/2351
3430	https://www.cars-data.com/en/seat-toledo-1991/2367
3431	https://www.cars-data.com/en/skoda-favorit-estate-1991/2384
3432	https://www.cars-data.com/en/suzuki-swift-1991/2548
3433	https://www.cars-data.com/en/suzuki-swift-1991/2557
3434	https://www.cars-data.com/en/suzuki-swift-1991/2562
3435	https://www.cars-data.com/en/suzuki-vitara-wagon-1991/2571
3436	https://www.cars-data.com/en/toyota-camry-1991/2609
3437	https://www.cars-data.com/en/toyota-celica-convertible-1991/2647
3438	https://www.cars-data.com/en/volkswagen-golf-1991/2784
3439	https://www.cars-data.com/en/yugo-sana-1991/3131
3440	https://www.cars-data.com/en/alfa-romeo-33-1990/34
3441	https://www.cars-data.com/en/alfa-romeo-spider-1990/55
3442	https://www.cars-data.com/en/audi-coupe-1990/211
3443	https://www.cars-data.com/en/chevrolet-lumina-1990/3758
3444	https://www.cars-data.com/en/chevrolet-lumina-1990/3759
3445	https://www.cars-data.com/en/chevrolet-lumina-apv-1990/3761
3446	https://www.cars-data.com/en/daihatsu-cuore-1990/564
3447	https://www.cars-data.com/en/daihatsu-cuore-1990/572
3448	https://www.cars-data.com/en/ford-escort-1990/711
3449	https://www.cars-data.com/en/ford-escort-1990/716
3450	https://www.cars-data.com/en/ford-escort-cabrio-1990/729
3451	https://www.cars-data.com/en/ford-orion-1990/812
3452	https://www.cars-data.com/en/ford-scorpio-1990/820
3453	https://www.cars-data.com/en/ford-scorpio-1990/822
3454	https://www.cars-data.com/en/ford-scorpio-1990/827
3455	https://www.cars-data.com/en/ford-sierra-1990/833
3456	https://www.cars-data.com/en/ford-sierra-1990/836
3457	https://www.cars-data.com/en/ford-sierra-1990/838
3458	https://www.cars-data.com/en/ford-sierra-stationwagon-1990/841
3459	https://www.cars-data.com/en/honda-concerto-1990/914
3460	https://www.cars-data.com/en/hyundai-scoupe-1990/1035
3461	https://www.cars-data.com/en/lamborghini-diablo-1990/3445
3462	https://www.cars-data.com/en/lancia-dedra-1990/1193
3463	https://www.cars-data.com/en/land-rover-discovery-1990/1245
3464	https://www.cars-data.com/en/land-rover-discovery-1990/1247
3465	https://www.cars-data.com/en/lexus-ls-1990/1286
3466	https://www.cars-data.com/en/mazda-323-estate-1990/1372
3467	https://www.cars-data.com/en/mazda-mx-5-1990/1423
3468	https://www.cars-data.com/en/mazda-rx-7-cabriolet-1990/1437
3469	https://www.cars-data.com/en/mercedes-benz-g-class-cabriolet-1990/1516
3470	https://www.cars-data.com/en/mercedes-benz-g-class-stationwagon-kort-1990/1521
3471	https://www.cars-data.com/en/mercedes-benz-g-class-stationwagon-lang-1990/1526
3472	https://www.cars-data.com/en/nissan-300-zx-1990/1693
3473	https://www.cars-data.com/en/nissan-primera-1990/1761
3474	https://www.cars-data.com/en/nissan-primera-1990/1767
3475	https://www.cars-data.com/en/nissan-primera-wagon-1990/1775
3476	https://www.cars-data.com/en/nissan-terrano-1990/1807
3477	https://www.cars-data.com/en/opel-calibra-1990/1851
3478	https://www.cars-data.com/en/opel-corsa-1990/1875
3479	https://www.cars-data.com/en/opel-corsa-1990/1856
3480	https://www.cars-data.com/en/opel-corsa-1990/1865
3481	https://www.cars-data.com/en/peugeot-605-1990/2044
3482	https://www.cars-data.com/en/pontiac-bonneville-1990/3100
3483	https://www.cars-data.com/en/pontiac-firebird-coupe-1990/3101
3484	https://www.cars-data.com/en/pontiac-grand-prix-1990/3104
3485	https://www.cars-data.com/en/pontiac-grand-prix-coupe-1990/3105
3486	https://www.cars-data.com/en/pontiac-trans-sport-1990/3106
3487	https://www.cars-data.com/en/renault-clio-1990/2115
3488	https://www.cars-data.com/en/renault-clio-1990/2123
3489	https://www.cars-data.com/en/rover-100-serie-1990/2241
3490	https://www.cars-data.com/en/rover-100-serie-1990/2243
3491	https://www.cars-data.com/en/rover-200-serie-1990/2248
3492	https://www.cars-data.com/en/suzuki-samurai-metal-top-1990/2542
3493	https://www.cars-data.com/en/suzuki-swift-1990/2561
3494	https://www.cars-data.com/en/toyota-4runner-1990/3662
3495	https://www.cars-data.com/en/toyota-celica-1990/2639
3496	https://www.cars-data.com/en/toyota-land-cruiser-1990/2707
3497	https://www.cars-data.com/en/toyota-land-cruiser-customwagon-1990/2714
3498	https://www.cars-data.com/en/toyota-mr2-1990/2720
3499	https://www.cars-data.com/en/toyota-previa-1990/2725
3500	https://www.cars-data.com/en/toyota-starlet-1990/2744
3501	https://www.cars-data.com/en/toyota-starlet-1990/2749
3502	https://www.cars-data.com/en/volkswagen-polo-1990/2853
3503	https://www.cars-data.com/en/volkswagen-polo-1990/2870
3504	https://www.cars-data.com/en/volkswagen-polo-coupe-1990/2860
3505	https://www.cars-data.com/en/volvo-460-1990/2908
3506	https://www.cars-data.com/en/volvo-940-1990/2925
3507	https://www.cars-data.com/en/volvo-940-estate-1990/2927
3508	https://www.cars-data.com/en/volvo-960-1990/2929
3509	https://www.cars-data.com/en/volvo-960-estate-1990/2931
3510	https://www.cars-data.com/en/alfa-romeo-75-1989/39
3511	https://www.cars-data.com/en/aston-martin-virage-1989/3700
3512	https://www.cars-data.com/en/audi-coupe-1989/210
3513	https://www.cars-data.com/en/audi-v8-1989/3740
3514	https://www.cars-data.com/en/austin-montego-estate-1989/3033
3515	https://www.cars-data.com/en/bmw-8-serie-1989/306
3516	https://www.cars-data.com/en/bmw-z1-1989/3751
3517	https://www.cars-data.com/en/chevrolet-corsica-1989/3755
3518	https://www.cars-data.com/en/chrysler-saratoga-1989/3765
3519	https://www.cars-data.com/en/citroen-bx-1989/424
3520	https://www.cars-data.com/en/citroen-bx-break-1989/427
3521	https://www.cars-data.com/en/citroen-xm-1989/489
3522	https://www.cars-data.com/en/daihatsu-applause-1989/546
3523	https://www.cars-data.com/en/daimler-4-0-1989/3040
3524	https://www.cars-data.com/en/ferrari-348-1989/3587
3525	https://www.cars-data.com/en/ferrari-mondial-1989/3784
3526	https://www.cars-data.com/en/ferrari-mondial-cabriolet-1989/3785
3527	https://www.cars-data.com/en/fiat-uno-1989/701
3528	https://www.cars-data.com/en/fiat-uno-1989/703
3529	https://www.cars-data.com/en/ford-fiesta-1989/745
3530	https://www.cars-data.com/en/ford-fiesta-1989/737
3531	https://www.cars-data.com/en/ford-scorpio-1989/826
3532	https://www.cars-data.com/en/honda-accord-1989/861
3533	https://www.cars-data.com/en/hyundai-excel-1989/988
3534	https://www.cars-data.com/en/hyundai-pony-1989/1023
3535	https://www.cars-data.com/en/hyundai-pony-1989/1027
3536	https://www.cars-data.com/en/hyundai-sonata-1989/1037
3537	https://www.cars-data.com/en/jeep-cherokee-1989/1088
3538	https://www.cars-data.com/en/jeep-cherokee-1989/1089
3539	https://www.cars-data.com/en/lancia-thema-1989/1221
3540	https://www.cars-data.com/en/lancia-thema-pininfarina-1989/1224
3541	https://www.cars-data.com/en/mazda-323-1989/1339
3542	https://www.cars-data.com/en/mazda-323-1989/1362
3543	https://www.cars-data.com/en/mazda-323-f-1989/1351
3544	https://www.cars-data.com/en/mercedes-benz-200-serie-1989/1446
3545	https://www.cars-data.com/en/mercedes-benz-200-serie-combi-1989/1449
3546	https://www.cars-data.com/en/mercedes-benz-200-serie-coupe-1989/1452
3547	https://www.cars-data.com/en/mercedes-benz-sl-1989/1552
3548	https://www.cars-data.com/en/mitsubishi-galant-1989/1624
3549	https://www.cars-data.com/en/mitsubishi-lancer-1989/1636
3550	https://www.cars-data.com/en/mitsubishi-lancer-wagon-1989/1647
3551	https://www.cars-data.com/en/morgan-plus-8-1989/3630
3552	https://www.cars-data.com/en/nissan-200-sx-1989/1690
3553	https://www.cars-data.com/en/nissan-maxima-1989/1719
3554	https://www.cars-data.com/en/nissan-micra-1989/1721
3555	https://www.cars-data.com/en/nissan-micra-1989/1730
3556	https://www.cars-data.com/en/nissan-patrol-hardtop-1989/1753
3557	https://www.cars-data.com/en/nissan-patrol-hardtop-gr-1989/3933
3558	https://www.cars-data.com/en/nissan-patrol-hardtop-r-1989/3934
3559	https://www.cars-data.com/en/nissan-patrol-wagon-1989/1758
3560	https://www.cars-data.com/en/nissan-patrol-wagon-gr-1989/3935
3561	https://www.cars-data.com/en/nissan-patrol-wagon-r-1989/3936
3562	https://www.cars-data.com/en/nissan-prairie-1989/3938
3563	https://www.cars-data.com/en/opel-kadett-1989/1889
3564	https://www.cars-data.com/en/opel-kadett-1989/1894
3565	https://www.cars-data.com/en/opel-kadett-1989/1897
3566	https://www.cars-data.com/en/opel-kadett-caravan-1989/1899
3567	https://www.cars-data.com/en/opel-kadett-caravan-1989/1902
3568	https://www.cars-data.com/en/opel-omega-1989/1911
3569	https://www.cars-data.com/en/opel-omega-caravan-1989/1916
3570	https://www.cars-data.com/en/peugeot-309-1989/2018
3571	https://www.cars-data.com/en/peugeot-309-1989/2020
3572	https://www.cars-data.com/en/porsche-911-cabriolet-1989/2074
3573	https://www.cars-data.com/en/porsche-911-targa-1989/2069
3574	https://www.cars-data.com/en/renault-19-chamade-1989/2100
3575	https://www.cars-data.com/en/renault-21-1989/2103
3576	https://www.cars-data.com/en/renault-21-1989/2105
3577	https://www.cars-data.com/en/renault-21-nevada-1989/2107
3578	https://www.cars-data.com/en/skoda-favorit-1989/2383
3579	https://www.cars-data.com/en/subaru-justy-1989/2453
3580	https://www.cars-data.com/en/subaru-justy-1989/2456
3581	https://www.cars-data.com/en/subaru-legacy-1989/2459
3582	https://www.cars-data.com/en/subaru-legacy-stationwagon-1989/2467
3583	https://www.cars-data.com/en/suzuki-swift-1989/2547
3584	https://www.cars-data.com/en/suzuki-swift-1989/2555
3585	https://www.cars-data.com/en/volkswagen-corrado-1989/2775
3586	https://www.cars-data.com/en/volvo-740-1989/2913
3587	https://www.cars-data.com/en/volvo-740-estate-1989/2915
3588	https://www.cars-data.com/en/alfa-romeo-164-1988/28
3589	https://www.cars-data.com/en/alfa-romeo-33-sportwagon-1988/36
3590	https://www.cars-data.com/en/audi-100-1988/77
3591	https://www.cars-data.com/en/audi-100-avant-1988/80
3592	https://www.cars-data.com/en/bmw-3-serie-touring-1988/254
3593	https://www.cars-data.com/en/bmw-5-serie-1988/275
3594	https://www.cars-data.com/en/chrysler-es-1988/3577
3595	https://www.cars-data.com/en/chrysler-gs-1988/3578
3596	https://www.cars-data.com/en/chrysler-gts-1988/3579
3597	https://www.cars-data.com/en/chrysler-le-baron-convertible-1988/3581
3598	https://www.cars-data.com/en/chrysler-le-baron-coupe-1988/3580
3599	https://www.cars-data.com/en/chrysler-voyager-1988/405
3600	https://www.cars-data.com/en/citroen-ax-1988/416
3601	https://www.cars-data.com/en/daihatsu-rocky-hardtop-1988/588
3602	https://www.cars-data.com/en/daihatsu-rocky-softtop-1988/589
3603	https://www.cars-data.com/en/daihatsu-rocky-wagon-1988/590
3604	https://www.cars-data.com/en/ferrari-f40-1988/3780
3605	https://www.cars-data.com/en/fiat-tipo-1988/695
3606	https://www.cars-data.com/en/fso-classic-1988/3067
3607	https://www.cars-data.com/en/fso-classic-estate-1988/3068
3608	https://www.cars-data.com/en/fso-prima-1988/3071
3609	https://www.cars-data.com/en/honda-civic-crx-coupe-1988/911
3610	https://www.cars-data.com/en/honda-legend-coupe-1988/940
3611	https://www.cars-data.com/en/jaguar-xjs-convertible-1988/1077
3612	https://www.cars-data.com/en/lada-samara-1988/1183
3613	https://www.cars-data.com/en/land-rover-range-rover-1988/1263
3614	https://www.cars-data.com/en/land-rover-range-rover-1988/1264
3615	https://www.cars-data.com/en/lincoln-continental-signature-series-1988/3077
3616	https://www.cars-data.com/en/mazda-121-1988/1313
3617	https://www.cars-data.com/en/mazda-626-wagon-1988/1404
3618	https://www.cars-data.com/en/mercedes-benz-190-serie-1988/1443
3619	https://www.cars-data.com/en/mitsubishi-colt-1988/1609
3620	https://www.cars-data.com/en/mitsubishi-galant-1988/1628
3621	https://www.cars-data.com/en/mitsubishi-lancer-1988/1641
3622	https://www.cars-data.com/en/morgan-plus-4-1988/1684
3623	https://www.cars-data.com/en/nissan-bluebird-1988/3467
3624	https://www.cars-data.com/en/nissan-bluebird-1988/3470
3625	https://www.cars-data.com/en/nissan-bluebird-wagon-1988/3473
3626	https://www.cars-data.com/en/nissan-terrano-1988/1805
3627	https://www.cars-data.com/en/opel-kadett-cabrio-1988/1904
3628	https://www.cars-data.com/en/opel-kadett-cabrio-1988/1905
3629	https://www.cars-data.com/en/opel-vectra-1988/1928
3630	https://www.cars-data.com/en/opel-vectra-1988/1934
3631	https://www.cars-data.com/en/peugeot-405-break-1988/2024
3632	https://www.cars-data.com/en/porsche-911-coupe-1988/2061
3633	https://www.cars-data.com/en/porsche-944-cabriolet-1988/3362
3634	https://www.cars-data.com/en/renault-19-1988/2092
3635	https://www.cars-data.com/en/renault-19-1988/2095
3636	https://www.cars-data.com/en/renault-25-1988/3987
3637	https://www.cars-data.com/en/renault-espace-1988/2134
3638	https://www.cars-data.com/en/rover-800-serie-1988/2270
3639	https://www.cars-data.com/en/saab-9000-cd-1988/2315
3640	https://www.cars-data.com/en/subaru-mini-jumbo-1988/2479
3641	https://www.cars-data.com/en/subaru-mini-jumbo-1988/2481
3642	https://www.cars-data.com/en/suzuki-alto-1988/2497
3643	https://www.cars-data.com/en/suzuki-alto-1988/2503
3644	https://www.cars-data.com/en/suzuki-samurai-cabrio-1988/2540
3645	https://www.cars-data.com/en/suzuki-samurai-metal-top-1988/2541
3646	https://www.cars-data.com/en/suzuki-vitara-cabrio-1988/2568
3647	https://www.cars-data.com/en/suzuki-vitara-metal-top-1988/2569
3648	https://www.cars-data.com/en/toyota-carina-ii-1988/2620
3649	https://www.cars-data.com/en/toyota-carina-ii-1988/2628
3650	https://www.cars-data.com/en/toyota-carina-ii-stationwagon-1988/2633
3651	https://www.cars-data.com/en/toyota-corolla-stationwagon-1988/2687
3652	https://www.cars-data.com/en/volkswagen-passat-1988/2832
3653	https://www.cars-data.com/en/volkswagen-passat-variant-1988/2843
3654	https://www.cars-data.com/en/volvo-440-1988/2905
3655	https://www.cars-data.com/en/volvo-760-1988/2917
3656	https://www.cars-data.com/en/volvo-760-estate-1988/2919
3657	https://www.cars-data.com/en/audi-90-1987/92
3658	https://www.cars-data.com/en/chevrolet-beretta-1987/3574
3659	https://www.cars-data.com/en/chevrolet-corsica-1987/3756
3660	https://www.cars-data.com/en/citroen-ax-1987/414
3661	https://www.cars-data.com/en/daihatsu-charade-1987/550
3662	https://www.cars-data.com/en/daihatsu-charade-1987/555
3663	https://www.cars-data.com/en/ford-sierra-1987/832
3664	https://www.cars-data.com/en/ford-sierra-1987/835
3665	https://www.cars-data.com/en/ford-sierra-1987/837
3666	https://www.cars-data.com/en/ford-sierra-stationwagon-1987/840
3667	https://www.cars-data.com/en/honda-civic-1987/881
3668	https://www.cars-data.com/en/honda-civic-1987/897
3669	https://www.cars-data.com/en/honda-civic-shuttle-1987/913
3670	https://www.cars-data.com/en/honda-legend-1987/935
3671	https://www.cars-data.com/en/honda-prelude-1987/949
3672	https://www.cars-data.com/en/hyundai-pony-1987/1022
3673	https://www.cars-data.com/en/mazda-323-1987/1338
3674	https://www.cars-data.com/en/mazda-323-1987/1349
3675	https://www.cars-data.com/en/mazda-323-1987/1361
3676	https://www.cars-data.com/en/mazda-323-estate-1987/1371
3677	https://www.cars-data.com/en/mazda-626-1987/1399
3678	https://www.cars-data.com/en/mazda-626-1987/1391
3679	https://www.cars-data.com/en/mazda-626-coupe-1987/1410
3680	https://www.cars-data.com/en/mazda-929-1987/3856
3681	https://www.cars-data.com/en/mercedes-benz-200-serie-coupe-1987/1451
3682	https://www.cars-data.com/en/mitsubishi-sapporo-1987/3912
3683	https://www.cars-data.com/en/nissan-300-zx-1987/1692
3684	https://www.cars-data.com/en/nissan-micra-1987/1729
3685	https://www.cars-data.com/en/opel-senator-1987/3503
3686	https://www.cars-data.com/en/peugeot-205-1987/1964
